customer_id,customer_name,age,city,product_id,product_name,category,purchase_date,purchase_quantity,price_per_unit,total_spent
206,kyle gonzalez,44.0,new william,174,almond butter,vegetable,2024-07-01,2.0,7.9,15.8
207,william adams,77.0,north amberport,186,granola,organic,2024-09-25,2.0,14.2,28.4
208,mark gomez,70.0,michelleport,142,kale,organic,2024-04-08,2.0,18.27,36.54
209,beverly mcclure,20.0,orozcoville,117,kale,vegetable,2024-11-04,4.0,5.05,20.2
210,carol marshall,58.0,port susan,163,organic apples,snack,2024-04-27,3.0,12.24,36.72
212,anna barrett,76.0,south charlesville,120,tofu,dairy,2024-02-07,2.0,11.07,22.14
213,taylor martin,72.0,port juan,166,fresh milk,dairy,2024-07-15,1.0,14.45,14.45
214,lacey larson,27.0,patrickmouth,163,organic apples,organic,2024-04-19,1.0,13.47,13.47
215,jamie terry,34.0,north pamela,108,organic apples,vegetable,2024-02-25,1.0,19.94,19.94
216,elizabeth nelson,73.0,east robert,122,almond butter,snack,2024-03-31,2.0,14.64,29.28
217,ariana davies,18.0,josephberg,191,granola,snack,2024-09-16,2.0,9.14,18.28
218,danny thompson,35.0,rodriguezberg,125,tofu,dairy,2024-04-21,2.0,15.35,30.7
219,david richardson,21.0,markstown,150,kale,organic,2024-02-25,2.0,1.86,3.72
220,andrew cohen,57.0,west lindaberg,124,kale,dairy,2024-05-01,4.0,14.22,56.88
221,jason wheeler,71.0,north sarah,189,kale,organic,2024-06-02,2.0,10.87,21.74
222,clayton stafford,32.0,jennifermouth,121,fresh milk,vegetable,2024-09-24,4.0,12.53,50.12
223,anthony moore,36.0,lake allenbury,192,organic apples,organic,2024-02-09,1.0,13.7,13.7
224,steven allen,57.0,east taramouth,123,fresh milk,organic,2024-04-20,4.0,11.43,45.72
226,jonathan avila,69.0,vincentside,191,almond butter,snack,2024-05-01,2.0,17.98,35.96
227,jordan doyle,35.0,jamiestad,142,organic apples,organic,2024-05-14,4.0,3.13,12.52
229,karen luna,66.0,livingstonchester,116,organic apples,dairy,2024-02-04,1.0,18.35,18.35
230,anthony stone,64.0,south matthew,140,granola,organic,2024-06-23,1.0,5.99,5.99
231,katie morris,41.0,rebeccachester,189,organic apples,dairy,2024-03-02,4.0,15.35,61.4
233,sarah holland,62.0,wesw grantport,161,fresh milk,organic,2024-09-21,2.0,6.24,12.48
234,karen logan,29.0,south lisaville,138,almond butter,vegetable,2024-06-03,1.0,16.67,16.67
235,tabitha schultz,56.0,west michaelstad,179,almond butter,snack,2024-06-04,1.0,15.08,15.08
236,lisa parker,56.0,new thomas,134,organic apples,organic,2024-09-24,2.0,14.07,28.14
238,eddie phillips,50.0,west michellehaven,114,almond butter,dairy,2024-05-18,1.0,14.27,14.27
239,tamara davis,57.0,east michaelfort,155,almond butter,snack,2024-09-01,4.0,16.76,67.04
240,darryl smith,60.0,simschester,132,fresh milk,vegetable,2024-04-08,3.0,15.52,46.56
241,rebecca clarke,59.0,north kara,144,organic apples,dairy,2024-06-19,2.0,5.83,11.66
242,julie hess,59.0,elizabethside,153,granola,organic,2024-03-26,2.0,7.33,14.66
243,ricky cooper,24.0,kimberlyberg,112,organic apples,vegetable,2024-03-30,2.0,194.39,388.78
244,eric shaffer,30.0,west crystalberg,123,granola,dairy,2024-08-31,1.0,12.45,12.45
245,matthew sosa,23.0,whiteside,114,organic apples,dairy,2024-07-10,1.0,3.26,3.26
247,richard trevino,75.0,lake kelsey,174,fresh milk,dairy,2024-03-25,1.0,14.26,14.26
248,ashley henderson,39.0,reyesmouth,182,almond butter,dairy,2024-07-28,1.0,2.71,2.71
249,julie li,44.0,torresside,199,granola,dairy,2024-03-23,1.0,7.16,7.16
250,michael simpson,49.0,north kaitlin,148,fresh milk,dairy,2024-05-06,3.0,1.0,3.0
251,karen henderson,22.0,sanfordfort,110,organic apples,snack,2024-10-23,4.0,6.46,25.84
252,robert smith,36.0,west jacobshire,142,fresh milk,vegetable,2024-08-15,3.0,6.57,19.71
253,shannon jones,77.0,north samantha,147,fresh milk,organic,2024-11-06,2.0,14.36,28.72
254,david ayers,38.0,lake susan,187,granola,dairy,2024-06-22,4.0,15.6,62.4
256,julie johnson,53.0,ayalabury,112,kale,organic,2024-05-02,4.0,18.94,75.76
257,tyler perry,25.0,johnsontown,189,almond butter,dairy,2024-05-21,2.0,12.65,25.3
258,rebekah bailey,70.0,franklintown,158,almond butter,dairy,2024-08-01,4.0,291.89,1167.56
259,martin avila,75.0,west frank,132,organic apples,snack,2024-05-13,1.0,9.35,9.35
260,john anderson,46.0,new nicole,131,organic apples,vegetable,2024-03-18,1.0,5.68,5.68
261,jonathan harris,24.0,south stephenshire,170,granola,snack,2024-08-31,3.0,12.44,37.32
262,kyle kent md,78.0,west glenntown,161,fresh milk,vegetable,2024-01-20,3.0,17.23,51.69
263,theresa perkins,68.0,alexanderton,132,granola,snack,2024-02-06,3.0,11.01,33.03
264,joshua evans,46.0,port tamaratown,182,fresh milk,snack,2024-10-19,2.0,10.57,21.14
265,carrie adams,44.0,west elizabethport,110,organic apples,snack,2024-07-11,3.0,7.96,23.88
266,eric wheeler,23.0,east richard,140,kale,organic,2024-03-14,2.0,10.39,20.78
267,chad carter,51.0,lake stacyport,130,almond butter,snack,2024-04-29,2.0,8.27,16.54
268,beth johnson,68.0,new traci,107,organic apples,organic,2024-07-05,2.0,11.87,23.74
269,brian dean,49.0,normanhaven,126,kale,snack,2024-05-04,3.0,6.8,20.4
270,thomas kelly,73.0,moralesport,194,granola,dairy,2024-01-06,2.0,15.61,31.22
271,angelica miller,52.0,east erikafurt,191,organic apples,snack,2024-08-23,1.0,17.26,17.26
272,christine medina,32.0,south katherineview,131,almond butter,vegetable,2024-07-11,3.0,9.84,29.52
273,dustin reynolds,25.0,north helenview,117,kale,dairy,2024-01-03,3.0,11.16,33.480000000000004
274,carol baker,51.0,collinsland,153,tofu,dairy,2024-01-27,4.0,4.6,18.4
275,erika davis,73.0,south amber,113,tofu,vegetable,2024-02-19,3.0,12.18,36.54
276,john russell,26.0,lake lisa,101,granola,snack,2024-05-15,3.0,11.14,33.42
277,larry bridges,35.0,south katie,154,kale,dairy,2024-09-02,2.0,5.88,11.76
278,tracy hansen,49.0,north gregory,199,fresh milk,snack,2024-04-12,3.0,14.18,42.54
279,brittany rogers,50.0,brewerville,173,tofu,organic,2024-07-11,1.0,11.83,11.83
281,martha diaz,71.0,lindashire,116,granola,dairy,2024-08-27,2.0,15.68,31.36
282,walter huerta,44.0,new sarah,136,fresh milk,snack,2024-01-19,2.0,3.32,6.64
283,mark morales,63.0,new cynthia,127,almond butter,snack,2024-05-17,1.0,6.22,6.22
284,phillip washington,27.0,maryburgh,103,kale,snack,2024-01-17,4.0,15.32,61.28
285,elizabeth reynolds,33.0,vangport,136,tofu,vegetable,2024-10-30,3.0,10.08,30.24
286,anthony norris,62.0,lake debbie,127,organic apples,snack,2024-07-07,2.0,4.42,8.84
287,brenda chandler,32.0,south jenniferside,101,almond butter,organic,2024-10-25,4.0,6.56,26.24
288,emily martin,61.0,port dawn,189,fresh milk,dairy,2024-08-08,1.0,13.04,13.04
289,robin randolph,58.0,new ann,107,almond butter,vegetable,2024-04-06,2.0,7.14,14.28
291,brandi chavez,53.0,destinyside,173,tofu,vegetable,2024-04-23,3.0,13.37,40.11
292,jonathan sparks,22.0,lake manuel,106,kale,vegetable,2024-04-24,2.0,7.49,14.98
293,julie jenkins,25.0,south jamie,133,granola,vegetable,2024-10-12,4.0,397.04,1588.16
294,hayden miller,60.0,port robert,118,kale,organic,2024-05-18,2.0,8.7,17.4
295,theresa diaz,32.0,micheleland,103,tofu,organic,2024-05-01,4.0,13.14,52.56
296,brian rice,34.0,heatherfort,173,kale,snack,2024-07-18,1.0,18.79,18.79
297,angela lawson,76.0,diazmouth,182,tofu,organic,2024-06-09,2.0,4.74,9.48
298,kevin doyle,75.0,shortview,198,kale,organic,2024-05-23,4.0,7.32,29.28
299,lynn hubbard,78.0,caitlynmouth,183,tofu,organic,2024-09-09,3.0,16.83,50.49
300,hannah rangel,43.0,mossville,105,fresh milk,snack,2024-01-20,3.0,4.24,12.72
301,edward wood,42.0,reneeborough,192,almond butter,vegetable,2024-01-24,3.0,8.64,25.92
302,michael arias,26.0,east tommyport,121,organic apples,organic,2024-05-10,3.0,5.29,15.87
303,shannon colon,18.0,port jeffrey,161,fresh milk,vegetable,2024-09-25,2.0,10.3,20.6
304,rachel morales,47.0,east willie,153,tofu,organic,2024-02-06,3.0,11.28,33.84
306,theodore simpson,76.0,larrybury,153,almond butter,vegetable,2024-10-26,4.0,16.99,67.96
307,jason cobb,23.0,elizabethmouth,180,granola,dairy,2024-06-26,4.0,19.64,78.56
308,elaine jackson,29.0,tyroneside,132,kale,dairy,2024-06-16,2.0,6.83,13.66
309,emily kim,65.0,new phillipfurt,131,almond butter,organic,2024-10-06,3.0,3.1,9.3
310,dr. charles flores,34.0,east nancyshire,102,granola,snack,2024-09-04,4.0,2.0,8.0
311,jennifer olson,69.0,kellyside,108,organic apples,snack,2024-03-11,2.0,3.93,7.86
313,jacob pope,44.0,south john,102,tofu,snack,2024-09-01,1.0,17.87,17.87
314,daniel golden,72.0,triutanmouth,134,granola,dairy,2024-05-14,3.0,8.84,26.52
316,alexander contreras,46.0,south christopher,153,organic apples,dairy,2024-02-08,4.0,3.26,13.04
317,ricky williams,21.0,lake lisaport,101,fresh milk,dairy,2024-08-07,2.0,11.28,22.56
318,tony hahn,24.0,lake trevorside,152,kale,vegetable,2024-07-30,3.0,13.16,39.48
